"lon","lat"
8.0625,62.3125
18.9375,44.4375
22.2708333333333,56.9791666666667
21.0208333333333,41.5208333333334
28.3125,69.8541666666667
-1.72916666666666,46.8958333333334
22.6041666666667,45.1458333333334
-0.354166666666664,51.7708333333333
-1.10416666666666,51.8125
32.4375,53.3958333333333
5.10416666666667,48.0208333333334
9.47916666666667,45.6041666666667
29.5625,49.5208333333334
8.85416666666667,51.1458333333333
8.6875,54.7708333333333
12.4375,42.3541666666667
-2.77083333333333,54.5625
-1.4375,46.6875
17.4375,48.7708333333334
-3.14583333333333,50.7708333333333
9.64583333333333,57.0625
14.2708333333333,52.0625
10.3541666666667,45.1041666666667
1.35416666666667,41.3125
15.5208333333333,60.9791666666667
27.2291666666667,58.1458333333333
14.2291666666667,56.8541666666667
10.2708333333333,53.9791666666667
29.6875,51.6458333333333
-4.39583333333333,50.3541666666667
17.7291666666667,52.5625
15.2291666666667,48.9791666666667
18.9791666666667,43.1458333333334
28.1458333333333,50.9375
-6.3125,54.2708333333333
11.9791666666667,60.1041666666667
-8.72916666666666,39.7291666666667
-1.02083333333333,53.3125
27.1041666666667,45.1875
22.5625,37.0625
8.72916666666667,47.6875
17.8958333333333,68.1458333333333
18.6458333333333,45.1041666666667
16.7708333333333,68.2708333333333
4.02083333333334,50.3958333333333
30.6041666666667,47.9791666666667
29.4791666666667,62.1875
24.9791666666667,61.4375
8.9375,62.4791666666667
28.2708333333333,45.2291666666667
3.52083333333334,45.4375
11.1458333333333,50.8958333333333
9.35416666666667,62.2291666666667
28.7291666666667,50.8125
28.8125,46.1458333333334
15.3958333333333,56.9791666666667
28.3958333333333,61.3958333333333
28.2708333333333,53.1041666666667
12.3125,42.3958333333334
23.6875,55.6041666666667
25.9791666666667,51.8541666666667
19.6041666666667,49.6458333333334
27.8958333333333,68.0625
14.9375,47.0625
17.3958333333333,51.8958333333333
-2.39583333333333,54.8125
23.3958333333333,66.8541666666667
-4.10416666666666,55.1458333333333
16.4791666666667,53.6041666666667
15.5625,57.6875
27.1041666666667,44.9375
19.8541666666667,49.8958333333334
10.3125,53.7708333333333
-2.52083333333333,48.2291666666667
21.3541666666667,41.8125
0.72916666666667,43.9375
21.3541666666667,48.9375
27.6041666666667,54.1875
-8.3125,40.6041666666667
26.2708333333333,43.7708333333334
25.9791666666667,43.2291666666667
-4.77083333333333,40.8125
15.1458333333333,50.5625
30.1458333333333,53.0208333333333
14.1875,62.9791666666667
25.9375,43.8958333333334
0.35416666666667,44.2708333333334
23.1041666666667,37.7708333333334
30.1875,46.7708333333334
22.6041666666667,68.9791666666667
27.8541666666667,48.5625
12.3958333333333,41.6875
-6.1875,39.2708333333334
16.2708333333333,66.1458333333333
7.02083333333333,51.2291666666667
30.3958333333333,51.9791666666667
30.2291666666667,47.3125
23.1875,66.7291666666667
-2.85416666666666,52.7708333333333
-3.22916666666666,37.6041666666667
24.3958333333333,44.4375
33.7291666666667,46.6041666666667
-2.89583333333333,56.9375
24.1875,67.4375
25.7291666666667,52.8541666666667
14.8541666666667,51.5625
16.7708333333333,51.7291666666667
18.0625,51.7291666666667
-1.60416666666666,39.5625
9.0625,54.7291666666667
-8.02083333333333,40.2708333333334
24.8125,47.3958333333334
3.27083333333334,44.8958333333334
5.27083333333334,52.1458333333333
24.6458333333333,51.8125
17.0625,65.7291666666667
9.97916666666667,50.8541666666667
22.1875,56.1041666666667
33.7708333333333,51.6875
21.7708333333333,41.7708333333334
28.8541666666667,49.8541666666667
23.6041666666667,40.3125
4.22916666666667,49.6458333333334
32.5208333333333,47.1458333333334
32.9791666666667,50.5208333333333
23.8958333333333,68.1875
-6.14583333333333,53.3541666666667
21.9791666666667,41.3125
26.7291666666667,50.1458333333334
24.6875,42.6875
30.9375,47.3125
26.6458333333333,56.1458333333333
